dataset,parent_to_true_um,angle_vel_true_deg,n_gt_children,p_true_ilp,t,src_ilp_id,tgt_ilp_id,p_true_model,rank_true_among_sources,n_sources_in_pair
44b6_0b24845f,1.8168052317185792,49.398705354995535,1,0.9815634489059448,26,8984.0,9248.0,0.9814453125,1.0,283.0
44b6_0b24845f,1.7235727791422095,108.43494882292201,1,0.9750648736953735,36,11793.0,12108.0,0.97509765625,1.0,345.0
44b6_0b24845f,0.40625,79.97501213792427,1,0.637737512588501,19,7016.0,7307.0,0.6376953125,1.0,319.0
44b6_0b24845f,3.350023320814349,12.528807709151492,1,0.8374159336090088,17,6334.0,6682.0,0.83740234375,1.0,336.0
44b6_0b24845f,0.5745242597140698,,1,0.9425666928291321,43,13775.0,14025.0,0.9423828125,1.0,253.0
44b6_0b24845f,3.2752922102462856,,1,0.9208656549453735,39,12595.0,12894.0,0.9208984375,1.0,297.0
44b6_0b24845f,2.9575446425202108,37.00493687247433,1,0.959339439868927,29,9855.0,10146.0,0.95947265625,1.0,316.0
44b6_0b24845f,0.5745242597140698,56.309932474020215,1,0.9678557515144348,39,12736.0,13045.0,0.9677734375,1.0,297.0
44b6_0b24845f,2.6012692214570947,47.409573364093035,1,0.8976762890815735,12,4687.0,4996.0,0.8974609375,1.0,311.0
44b6_0b24845f,2.0714766773970688,52.1250163489018,1,0.9581931233406067,43,13882.0,14141.0,0.9580078125,1.0,253.0
44b6_0b24845f,3.300390601883359,0.0,1,0.9689683318138123,24,8420.0,8696.0,0.96875,1.0,259.0
44b6_0b24845f,2.368824207280903,29.353226859959396,1,0.9503879547119141,22,7849.0,8147.0,0.9501953125,1.0,282.0
44b6_0b24845f,4.0827619710803615,29.71061986959467,1,0.9737873077392578,34,11181.0,11470.0,0.9736328125,1.0,288.0
44b6_0b24845f,2.0714766773970688,63.989936222426,1,0.9662525057792664,48,15284.0,15569.0,0.96630859375,1.0,310.0
44b6_0b24845f,3.7454399357752353,50.9061411137705,1,0.9302015900611877,27,9248.0,9538.0,0.93017578125,1.0,265.0
44b6_0b24845f,0.9084026158592896,83.94925398408826,1,0.9860964417457581,37,12108.0,12432.0,0.986328125,1.0,302.0
44b6_0b24845f,1.284675299443404,98.13010235415598,1,0.9357112050056458,48,15153.0,15449.0,0.935546875,1.0,310.0
44b6_0b24845f,4.958913218891817,24.25413321535316,1,0.9627094268798828,32,10641.0,10900.0,0.962890625,1.0,252.0
44b6_33b596bf,4.318496736423452,22.654245245343137,1,0.8797551393508911,25,8321.0,8643.0,0.8798828125,1.0,327.0
44b6_33b596bf,5.025034981221523,9.320872283104913,1,0.8425828814506531,68,20367.0,20582.0,0.8427734375,1.0,223.0
44b6_33b596bf,3.65625,31.8061000193785,1,0.9807692766189575,53,16813.0,17081.0,0.98095703125,1.0,273.0
44b6_33b596bf,3.65625,36.75193392499763,1,0.9454323053359985,63,19259.0,19490.0,0.9453125,1.0,236.0
44b6_33b596bf,0.40625,90.0,1,0.9657518863677979,37,12165.0,12485.0,0.9658203125,1.0,322.0
44b6_33b596bf,2.9575446425202108,145.50376270990907,1,0.8868048191070557,45,14597.0,14882.0,0.88671875,1.0,279.0
44b6_33b596bf,3.9804208320226646,6.712138564994525,1,0.9517335295677185,58,18070.0,18312.0,0.95166015625,1.0,235.0
44b6_33b596bf,3.72334275215162,33.980485331194714,1,0.9655890464782715,29,9595.0,9914.0,0.9658203125,1.0,323.0
44b6_33b596bf,2.84375,26.565051177077994,1,0.9777988791465759,33,10886.0,11207.0,0.97802734375,1.0,329.0
44b6_33b596bf,3.2752922102462856,31.54726348445136,1,0.9835497140884399,66,19935.0,20149.0,0.9833984375,1.0,215.0
44b6_33b596bf,2.7252078475778685,18.434948822921974,1,0.9709497690200806,32,10561.0,10886.0,0.97119140625,1.0,325.0
44b6_33b596bf,3.72334275215162,35.59762052025825,1,0.99293053150177,55,17340.0,17594.0,0.9931640625,1.0,261.0
44b6_33b596bf,3.471001521535247,9.246112745563272,1,0.9469175338745117,23,7683.0,7998.0,0.94677734375,1.0,321.0
44b6_33b596bf,2.1877232028983924,10.491477012331599,1,0.9620516896247864,65,19719.0,19935.0,0.9619140625,1.0,222.0
44b6_33b596bf,0.9084026158592896,32.35625377597712,1,0.9634851813316345,27,8963.0,9278.0,0.96337890625,1.0,319.0
44b6_33b596bf,3.447145558284419,32.549468814816535,1,0.8973180055618286,41,13408.0,13720.0,0.8974609375,1.0,304.0
44b6_33b596bf,4.182599744775969,8.498558879493697,1,0.9764825105667114,24,7998.0,8321.0,0.9765625,1.0,313.0
44b6_33b596bf,1.625,,1,0.9190956354141235,21,7033.0,7357.0,0.9189453125,1.0,326.0
44b6_33b596bf,1.9902104160113323,22.501461477900534,1,0.9641028642654419,51,16272.0,16541.0,0.9638671875,1.0,271.0
44b6_33b596bf,2.569350598886808,18.434948822921996,1,0.966229259967804,60,18554.0,18796.0,0.96630859375,1.0,248.0
44b6_33b596bf,3.6336104634371584,31.948059431330066,1,0.9773493409156799,61,18796.0,19024.0,0.9775390625,1.0,231.0
44b6_33b596bf,3.040096626753827,105.501359566937,1,0.9699326753616333,38,12485.0,12793.0,0.9697265625,1.0,315.0
44b6_33b596bf,1.1490485194281397,30.96375653207351,1,0.9393176436424255,69,20582.0,20794.0,0.939453125,1.0,221.0
44b6_33b596bf,2.0714766773970688,26.010063777574,1,0.9854669570922852,30,9914.0,10234.0,0.9853515625,1.0,318.0
44b6_33b596bf,2.0714766773970688,31.8061000193785,1,0.9794397950172424,54,17081.0,17340.0,0.9794921875,1.0,270.0
44b6_33b596bf,3.494694639736067,20.4104455216585,1,0.9811872243881226,67,20149.0,20367.0,0.98095703125,1.0,218.0
44b6_33b596bf,0.5745242597140698,132.83583728370232,1,0.5650393962860107,46,14882.0,15155.0,0.56494140625,1.0,283.0
44b6_33b596bf,5.998209368219819,16.699244233993635,1,0.8054097890853882,42,13720.0,14027.0,0.80517578125,1.0,310.0
44b6_33b596bf,2.0714766773970688,78.69006752597979,1,0.9575380682945251,64,19490.0,19719.0,0.95751953125,1.0,235.0
44b6_33b596bf,3.0671202393287422,37.266995023289724,1,0.9128873944282532,40,13101.0,13408.0,0.9130859375,1.0,311.0
44b6_33b596bf,2.0714766773970688,61.289485196402055,1,0.9895750880241394,52,16541.0,16813.0,0.98974609375,1.0,272.0
44b6_33b596bf,2.9575446425202108,54.766192874986466,1,0.8581547141075134,49,15719.0,15994.0,0.8583984375,1.0,275.0
44b6_33b596bf,2.03125,57.54369153814105,1,0.8241099715232849,48,15447.0,15719.0,0.82421875,1.0,281.0
44b6_33b596bf,0.40625,0.0,1,0.9441542029380798,34,11207.0,11533.0,0.9443359375,1.0,320.0
44b6_33b596bf,1.625,36.86989764584401,1,0.9702237844467163,36,11851.0,12165.0,0.97021484375,1.0,325.0
44b6_33b596bf,2.2980970388562794,33.69006752597977,1,0.9879539012908936,31,10234.0,10561.0,0.98779296875,1.0,314.0
44b6_33b596bf,2.03125,53.13010235415598,1,0.96901535987854,35,11533.0,11851.0,0.96923828125,1.0,327.0
44b6_33b596bf,5.28125,13.215985749537214,1,0.8272915482521057,59,18312.0,18554.0,0.8271484375,1.0,245.0
44b6_33b596bf,1.21875,45.00000000000001,1,,44,14323.0,14597.0,0.401611328125,2.0,293.0
44b6_33b596bf,2.03125,10.304846468766044,1,0.9601028561592102,28,9278.0,9595.0,0.9599609375,1.0,318.0
44b6_33b596bf,2.9295104113144914,41.908847881803275,1,0.9724068641662598,62,19024.0,19259.0,0.97216796875,1.0,237.0
44b6_33b596bf,1.284675299443404,32.31153323742385,1,0.9387238621711731,39,12793.0,13101.0,0.93896484375,1.0,300.0
44b6_33b596bf,3.1729139308370784,33.56563872420533,1,0.9822604060173035,57,17838.0,18070.0,0.982421875,1.0,245.0
44b6_33b596bf,3.7454399357752353,25.917538494732423,1,0.987296462059021,56,17594.0,17838.0,0.9873046875,1.0,252.0
44b6_33b596bf,3.65625,15.924144687060059,1,0.9053840637207031,26,8643.0,8963.0,0.9052734375,1.0,313.0
44b6_33b596bf,2.8726212985703494,16.699244233993635,1,0.9076642990112305,43,14027.0,14323.0,0.90771484375,1.0,298.0
44b6_33b596bf,2.0714766773970688,78.69006752597979,1,0.9214114546775818,22,7357.0,7683.0,0.92138671875,1.0,322.0
44b6_33b596bf,2.333728575156074,51.55986981360151,1,0.9648162126541138,50,15994.0,16272.0,0.96484375,1.0,280.0
44b6_33b596bf,0.9084026158592896,71.56505117707799,1,0.9139496088027954,47,15155.0,15447.0,0.9140625,1.0,280.0
6bba_05b6850b,2.03125,158.19859051364818,1,0.5527964234352112,32,2339.0,2401.0,0.552734375,1.0,57.0
6bba_05b6850b,0.40625,45.0,1,0.9753427505493164,35,2504.0,2559.0,0.9755859375,1.0,57.0
6bba_05b6850b,1.625,10.555380466061118,1,0.9183504581451416,65,4708.0,4783.0,0.91845703125,1.0,73.0
6bba_05b6850b,0.9084026158592896,,1,0.9738474488258362,14,1120.0,1195.0,0.9736328125,1.0,72.0
6bba_05b6850b,0.5745242597140698,45.0,1,0.9822946786880493,31,2271.0,2323.0,0.982421875,1.0,59.0
6bba_05b6850b,0.5745242597140698,99.87496139782128,1,0.864776074886322,72,5221.0,5292.0,0.86474609375,1.0,69.0
6bba_05b6850b,3.8540258983302125,,1,0.9669299125671387,60,4320.0,4400.0,0.966796875,1.0,76.0
6bba_05b6850b,0.40625,90.0,1,0.9363395571708679,75,5425.0,5498.0,0.9365234375,1.0,71.0
6bba_05b6850b,0.0,,1,0.9405724406242371,59,4250.0,4325.0,0.9404296875,1.0,77.0
6bba_05b6850b,0.5745242597140698,80.12503860217872,1,0.9374948143959045,93,6714.0,6782.0,0.9375,1.0,65.0
6bba_05b6850b,3.350023320814349,,1,0.9215600490570068,81,5852.0,5930.0,0.92138671875,1.0,78.0
6bba_05b6850b,1.6750116604071745,0.0,1,0.9893989562988281,20,1567.0,1628.0,0.9892578125,1.0,68.0
6bba_05b6850b,0.8125,180.0,1,0.973305881023407,95,6836.0,6900.0,0.97314453125,1.0,66.0
6bba_05b6850b,2.1877232028983924,155.99363652708556,1,0.9097535014152527,31,2282.0,2339.0,0.90966796875,1.0,59.0
6bba_05b6850b,0.40625,75.96375653207353,1,0.9454495310783386,98,7047.0,7114.0,0.9453125,1.0,66.0
6bba_05b6850b,0.5745242597140698,93.3664606634298,1,0.958903968334198,10,791.0,867.0,0.958984375,1.0,76.0
6bba_05b6850b,0.40625,90.0,1,0.9241110682487488,70,5058.0,5129.0,0.92431640625,1.0,74.0
6bba_05b6850b,2.0714766773970688,135.518542156226,1,0.874580979347229,79,5724.0,5792.0,0.87451171875,1.0,68.0
6bba_05b6850b,0.8125,15.945395900922858,1,0.9756578803062439,68,4912.0,4986.0,0.9755859375,1.0,73.0
6bba_05b6850b,1.86167137607581,62.42495228952325,1,0.9856618046760559,49,3450.0,3524.0,0.98583984375,1.0,74.0
6bba_05b6850b,0.9084026158592896,7.125016348901858,1,0.9782097935676575,81,5851.0,5929.0,0.97802734375,1.0,78.0
6bba_05b6850b,1.625,90.0,1,0.9391883611679077,98,7062.0,7130.0,0.93896484375,1.0,66.0
6bba_05b6850b,2.9575446425202108,,1,0.9417945146560669,67,4841.0,4912.0,0.94189453125,1.0,73.0
6bba_05b6850b,0.5745242597140698,64.89590974977861,1,0.9763213992118835,48,3375.0,3450.0,0.9765625,1.0,73.0
6bba_05b6850b,1.6750116604071745,90.0,1,0.5361431837081909,3,308.0,383.0,0.5361328125,1.0,79.0
6bba_05b6850b,1.6750116604071745,129.2940491280933,1,0.9928339719772339,16,1269.0,1343.0,0.99267578125,1.0,75.0
6bba_05b6850b,3.093907824257213,,1,0.757309079170227,53,3768.0,3866.0,0.75732421875,1.0,83.0
6bba_05b6850b,0.5745242597140698,18.434948822922035,1,0.9533854722976685,82,5929.0,6006.0,0.95361328125,1.0,79.0
6bba_05b6850b,2.9575446425202108,56.43617155956663,1,0.9607443809509277,41,2888.0,2953.0,0.9609375,1.0,66.0
6bba_05b6850b,0.0,,1,0.9756119251251221,75,5468.0,5539.0,0.9755859375,1.0,71.0
6bba_05b6850b,4.182599744775969,73.05906240125378,1,0.8807880878448486,71,5129.0,5211.0,0.880859375,1.0,83.0
6bba_05b6850b,0.0,,1,0.9561218023300171,57,4070.0,4152.0,0.9560546875,1.0,80.0
6bba_05b6850b,0.5745242597140698,153.43494882292202,1,0.9862785935401917,78,5681.0,5750.0,0.986328125,1.0,71.0
6bba_05b6850b,1.284675299443404,18.434948822921996,1,0.926633894443512,48,3383.0,3458.0,0.9267578125,1.0,73.0
6bba_05b6850b,0.9084026158592896,,1,0.9518035054206848,0,24.0,100.0,0.95166015625,1.0,78.0
6bba_05b6850b,0.9084026158592896,61.11547631775107,1,0.9340490698814392,16,1282.0,1362.0,0.93408203125,1.0,75.0
6bba_05b6850b,1.86167137607581,69.81620322790722,1,0.49703553318977356,19,1512.0,1583.0,0.4970703125,1.0,76.0
6bba_05b6850b,0.9084026158592896,98.13010235415598,1,0.9860073924064636,33,2386.0,2445.0,0.98583984375,1.0,62.0
6bba_05b6850b,0.0,,1,0.9772918224334717,36,2552.0,2607.0,0.97705078125,1.0,56.0
6bba_05b6850b,0.9084026158592896,53.13010235415599,1,0.6592685580253601,49,3401.0,3474.0,0.6591796875,1.0,74.0
6bba_05b6850b,0.9084026158592896,81.97031974300324,1,0.9456891417503357,61,4385.0,4464.0,0.94580078125,1.0,77.0
6bba_05b6850b,0.5745242597140698,,1,0.8954737186431885,40,2783.0,2845.0,0.8955078125,1.0,63.0
6bba_05b6850b,0.9084026158592896,90.0,1,0.901103138923645,7,564.0,636.0,0.90087890625,1.0,75.0
6bba_05b6850b,0.0,,1,0.9284322261810303,57,4072.0,4155.0,0.92822265625,1.0,80.0
6bba_05b6850b,0.0,,1,0.9576554894447327,42,2936.0,3005.0,0.95751953125,1.0,67.0
6bba_05b6850b,0.0,,1,0.9746321439743042,36,2559.0,2616.0,0.974609375,1.0,56.0
6bba_05b6850b,1.284675299443404,63.43494882292201,1,0.922958493232727,32,2323.0,2386.0,0.9228515625,1.0,57.0
6bba_05b6850b,0.8125,63.43494882292201,1,0.9169372916221619,40,2787.0,2849.0,0.9169921875,1.0,63.0
6bba_05b6850b,3.72334275215162,,1,0.989268958568573,60,4316.0,4398.0,0.9892578125,1.0,76.0
6bba_05b6850b,3.447145558284419,166.36697777463363,1,0.9784584641456604,69,4979.0,5055.0,0.978515625,1.0,73.0
6bba_05b6850b,0.8125,90.0,1,0.9471302032470703,50,3505.0,3583.0,0.947265625,1.0,77.0
6bba_05b6850b,0.40625,63.43494882292201,1,0.9780437350273132,18,1419.0,1496.0,0.97802734375,1.0,75.0
6bba_05b6850b,1.7235727791422095,166.36697777463363,1,0.9795361161231995,21,1628.0,1691.0,0.9794921875,1.0,62.0
6bba_05b6850b,0.0,,1,0.9957025647163391,27,2040.0,2103.0,0.99560546875,1.0,61.0
6bba_05b6850b,3.2752922102462856,,1,0.9691912531852722,53,3734.0,3821.0,0.96923828125,1.0,83.0
6bba_05b6850b,1.8168052317185792,,1,0.9755315184593201,73,5265.0,5341.0,0.9755859375,1.0,73.0
6bba_05b6850b,1.4647552056572457,160.55996517182382,1,0.9629431366920471,71,5127.0,5209.0,0.962890625,1.0,83.0
6bba_05b6850b,0.5745242597140698,80.12503860217872,1,0.914880633354187,80,5779.0,5855.0,0.9150390625,1.0,71.0
6bba_05b6850b,1.6750116604071745,90.0,1,0.8232781291007996,69,4982.0,5056.0,0.8232421875,1.0,73.0
6bba_05b6850b,2.6012692214570947,42.88484958986351,1,0.9509973526000977,65,4701.0,4777.0,0.951171875,1.0,73.0
6bba_05b6850b,0.40625,90.0,1,0.9253332018852234,68,4909.0,4982.0,0.92529296875,1.0,73.0
6bba_05b6850b,1.6750116604071745,90.0,1,0.9874736070632935,14,1108.0,1183.0,0.9873046875,1.0,72.0
6bba_05b6850b,0.9084026158592896,83.77314970286564,1,0.968532919883728,17,1343.0,1419.0,0.96875,1.0,80.0
6bba_05b6850b,2.0714766773970688,53.250248705229886,1,0.6769471168518066,49,3455.0,3530.0,0.6767578125,1.0,74.0
6bba_05b6850b,0.5745242597140698,71.56505117707799,1,0.9657639265060425,74,5352.0,5424.0,0.9658203125,1.0,72.0
6bba_05b6850b,0.5745242597140698,80.12503860217872,1,0.9405460357666016,75,5423.0,5494.0,0.9404296875,1.0,71.0
6bba_05b6850b,1.86167137607581,64.12330993917249,1,0.948712944984436,90,6515.0,6584.0,0.94873046875,1.0,68.0
6bba_05b6850b,0.5745242597140698,90.0,1,0.9635888934135437,80,5825.0,5903.0,0.96337890625,1.0,71.0
6bba_05b6850b,0.5745242597140698,,1,0.9595577120780945,58,4138.0,4217.0,0.95947265625,1.0,81.0
6bba_05b6850b,2.1877232028983924,51.827477899561856,1,0.9538016319274902,26,1942.0,2004.0,0.95361328125,1.0,64.0
6bba_05b6850b,0.9084026158592896,18.434948822922035,1,0.9417274594306946,85,6166.0,6239.0,0.94189453125,1.0,71.0
6bba_05b6850b,0.0,,1,0.9921736717224121,51,3559.0,3638.0,0.9921875,1.0,79.0
6bba_05b6850b,0.9084026158592896,101.53695903281549,1,0.9281482100486755,30,2201.0,2258.0,0.92822265625,1.0,59.0
6bba_05b6850b,0.5745242597140698,45.0,1,0.983875036239624,69,5028.0,5101.0,0.98388671875,1.0,73.0
6bba_05b6850b,0.9084026158592896,113.57817847820183,1,0.9499549865722656,55,3910.0,4001.0,0.9501953125,1.0,90.0
6bba_05b6850b,0.9084026158592896,,1,0.985952615737915,90,6557.0,6628.0,0.98583984375,1.0,68.0
6bba_05b6850b,0.9084026158592896,72.97613381500423,1,0.9001345634460449,91,6584.0,6652.0,0.89990234375,1.0,71.0
6bba_05b6850b,0.0,,1,0.9675579071044922,11,867.0,941.0,0.9677734375,1.0,73.0
6bba_05b6850b,1.284675299443404,26.56505117707798,1,0.9632658362388611,98,7035.0,7101.0,0.96337890625,1.0,66.0
6bba_05b6850b,0.8125,180.0,1,0.970793604850769,96,6957.0,7025.0,0.970703125,1.0,65.0
