dataset,parent_to_true_um,angle_vel_true_deg,n_gt_children
44b6_0b24845f,4.958913218891817,24.25413321535316,1
44b6_33b596bf,4.318496736423452,22.654245245343137,1
44b6_33b596bf,5.025034981221523,9.320872283104913,1
44b6_33b596bf,3.65625,31.8061000193785,1
44b6_33b596bf,3.65625,36.75193392499763,1
44b6_33b596bf,0.40625,90.0,1
44b6_33b596bf,2.9575446425202108,145.50376270990907,1
44b6_33b596bf,3.9804208320226646,6.712138564994525,1
44b6_33b596bf,3.72334275215162,33.980485331194714,1
44b6_33b596bf,2.84375,26.565051177077994,1
44b6_33b596bf,3.2752922102462856,31.54726348445136,1
44b6_33b596bf,2.7252078475778685,18.434948822921974,1
44b6_33b596bf,3.72334275215162,35.59762052025825,1
44b6_33b596bf,3.471001521535247,9.246112745563272,1
44b6_33b596bf,2.1877232028983924,10.491477012331599,1
44b6_33b596bf,0.9084026158592896,32.35625377597712,1
44b6_33b596bf,3.447145558284419,32.549468814816535,1
44b6_33b596bf,4.182599744775969,8.498558879493697,1
44b6_33b596bf,1.625,,1
44b6_33b596bf,1.9902104160113323,22.501461477900534,1
44b6_33b596bf,2.569350598886808,18.434948822921996,1
44b6_33b596bf,3.6336104634371584,31.948059431330066,1
44b6_33b596bf,3.040096626753827,105.501359566937,1
44b6_33b596bf,1.1490485194281397,30.96375653207351,1
44b6_33b596bf,2.0714766773970688,26.010063777574,1
44b6_33b596bf,2.0714766773970688,31.8061000193785,1
44b6_33b596bf,3.494694639736067,20.4104455216585,1
44b6_33b596bf,0.5745242597140698,132.83583728370232,1
44b6_33b596bf,5.998209368219819,16.699244233993635,1
44b6_33b596bf,2.0714766773970688,78.69006752597979,1
44b6_33b596bf,3.0671202393287422,37.266995023289724,1
44b6_33b596bf,2.0714766773970688,61.289485196402055,1
44b6_33b596bf,2.9575446425202108,54.766192874986466,1
44b6_33b596bf,2.03125,57.54369153814105,1
44b6_33b596bf,0.40625,0.0,1
44b6_33b596bf,1.625,36.86989764584401,1
44b6_33b596bf,2.2980970388562794,33.69006752597977,1
44b6_33b596bf,2.03125,53.13010235415598,1
44b6_33b596bf,5.28125,13.215985749537214,1
44b6_33b596bf,1.21875,45.00000000000001,1
44b6_33b596bf,2.03125,10.304846468766044,1
44b6_33b596bf,2.9295104113144914,41.908847881803275,1
44b6_33b596bf,1.284675299443404,32.31153323742385,1
44b6_33b596bf,3.1729139308370784,33.56563872420533,1
44b6_33b596bf,3.7454399357752353,25.917538494732423,1
44b6_33b596bf,3.65625,15.924144687060059,1
44b6_33b596bf,2.8726212985703494,16.699244233993635,1
44b6_33b596bf,2.0714766773970688,78.69006752597979,1
44b6_33b596bf,2.333728575156074,51.55986981360151,1
44b6_33b596bf,0.9084026158592896,71.56505117707799,1
6bba_05b6850b,2.03125,158.19859051364818,1
6bba_05b6850b,0.40625,45.0,1
6bba_05b6850b,1.625,10.555380466061118,1
6bba_05b6850b,0.9084026158592896,,1
6bba_05b6850b,0.5745242597140698,45.0,1
6bba_05b6850b,0.5745242597140698,99.87496139782128,1
6bba_05b6850b,3.8540258983302125,,1
6bba_05b6850b,0.40625,90.0,1
6bba_05b6850b,0.0,,1
6bba_05b6850b,0.5745242597140698,80.12503860217872,1
6bba_05b6850b,3.350023320814349,,1
6bba_05b6850b,1.6750116604071745,0.0,1
6bba_05b6850b,0.8125,180.0,1
6bba_05b6850b,2.1877232028983924,155.99363652708556,1
6bba_05b6850b,0.40625,75.96375653207353,1
6bba_05b6850b,0.5745242597140698,93.3664606634298,1
6bba_05b6850b,0.40625,90.0,1
6bba_05b6850b,2.0714766773970688,135.518542156226,1
6bba_05b6850b,0.8125,15.945395900922858,1
6bba_05b6850b,1.86167137607581,62.42495228952325,1
6bba_05b6850b,0.9084026158592896,7.125016348901858,1
6bba_05b6850b,1.625,90.0,1
6bba_05b6850b,2.9575446425202108,,1
6bba_05b6850b,0.5745242597140698,64.89590974977861,1
6bba_05b6850b,1.6750116604071745,90.0,1
6bba_05b6850b,1.6750116604071745,129.2940491280933,1
6bba_05b6850b,3.093907824257213,,1
6bba_05b6850b,0.5745242597140698,18.434948822922035,1
6bba_05b6850b,2.9575446425202108,56.43617155956663,1
6bba_05b6850b,0.0,,1
6bba_05b6850b,4.182599744775969,73.05906240125378,1
6bba_05b6850b,0.0,,1
6bba_05b6850b,0.5745242597140698,153.43494882292202,1
6bba_05b6850b,1.284675299443404,18.434948822921996,1
6bba_05b6850b,0.9084026158592896,,1
6bba_05b6850b,0.9084026158592896,61.11547631775107,1
6bba_05b6850b,1.86167137607581,69.81620322790722,1
6bba_05b6850b,0.9084026158592896,98.13010235415598,1
6bba_05b6850b,0.0,,1
6bba_05b6850b,0.9084026158592896,53.13010235415599,1
6bba_05b6850b,0.9084026158592896,81.97031974300324,1
6bba_05b6850b,0.5745242597140698,,1
6bba_05b6850b,0.9084026158592896,90.0,1
6bba_05b6850b,0.0,,1
6bba_05b6850b,0.0,,1
6bba_05b6850b,0.0,,1
6bba_05b6850b,1.284675299443404,63.43494882292201,1
6bba_05b6850b,0.8125,63.43494882292201,1
6bba_05b6850b,3.72334275215162,,1
6bba_05b6850b,3.447145558284419,166.36697777463363,1
6bba_05b6850b,0.8125,90.0,1
6bba_05b6850b,0.40625,63.43494882292201,1
6bba_05b6850b,1.7235727791422095,166.36697777463363,1
6bba_05b6850b,0.0,,1
6bba_05b6850b,3.2752922102462856,,1
6bba_05b6850b,1.8168052317185792,,1
6bba_05b6850b,1.4647552056572457,160.55996517182382,1
6bba_05b6850b,0.5745242597140698,80.12503860217872,1
6bba_05b6850b,1.6750116604071745,90.0,1
6bba_05b6850b,2.6012692214570947,42.88484958986351,1
6bba_05b6850b,0.40625,90.0,1
6bba_05b6850b,1.6750116604071745,90.0,1
6bba_05b6850b,0.9084026158592896,83.77314970286564,1
6bba_05b6850b,2.0714766773970688,53.250248705229886,1
6bba_05b6850b,0.5745242597140698,71.56505117707799,1
6bba_05b6850b,0.5745242597140698,80.12503860217872,1
6bba_05b6850b,1.86167137607581,64.12330993917249,1
6bba_05b6850b,0.5745242597140698,90.0,1
6bba_05b6850b,0.5745242597140698,,1
6bba_05b6850b,2.1877232028983924,51.827477899561856,1
6bba_05b6850b,0.9084026158592896,18.434948822922035,1
6bba_05b6850b,0.0,,1
6bba_05b6850b,0.9084026158592896,101.53695903281549,1
6bba_05b6850b,0.5745242597140698,45.0,1
6bba_05b6850b,0.9084026158592896,113.57817847820183,1
6bba_05b6850b,0.9084026158592896,,1
6bba_05b6850b,0.9084026158592896,72.97613381500423,1
6bba_05b6850b,0.0,,1
6bba_05b6850b,1.284675299443404,26.56505117707798,1
6bba_05b6850b,0.8125,180.0,1
6bba_05b6850b,1.1490485194281397,64.89590974977861,1
6bba_05b6850b,0.0,,1
6bba_05b6850b,0.40625,,1
6bba_05b6850b,2.6012692214570947,159.62356478616366,1
6bba_05b6850b,0.9084026158592896,102.52880770915151,1
6bba_05b6850b,2.368824207280903,161.56505117707803,1
6bba_05b6850b,0.40625,135.0,1
6bba_05b6850b,1.6750116604071745,90.0,1
6bba_05b6850b,0.9084026158592896,63.43494882292201,1
6bba_05b6850b,1.8168052317185792,71.56505117707799,1
6bba_05b6850b,0.40625,102.60438264837919,1
6bba_05b6850b,0.40625,103.63302222536642,1
6bba_05b6850b,1.8168052317185792,66.42182152179818,1
6bba_05b6850b,1.4647552056572457,93.74821518784054,1
6bba_05b6850b,1.8168052317185792,,1
6bba_05b6850b,1.6750116604071745,80.12503860217872,1
6bba_05b6850b,0.0,,1
6bba_05b6850b,0.0,,1
6bba_05b6850b,0.40625,45.0,1
6bba_05b6850b,0.5745242597140698,109.47122063449069,1
6bba_05b6850b,0.8125,48.18968510422141,1
6bba_05b6850b,1.1490485194281397,90.0,1
6bba_05b6850b,1.7235727791422095,52.961594085237714,1
6bba_05b6850b,0.0,,1
6bba_05b6850b,2.0714766773970688,143.96010656969617,1
6bba_05b6850b,2.333728575156074,41.41293640546541,1
6bba_05b6850b,0.40625,135.0,1
6bba_05b6850b,1.4647552056572457,70.92168567381346,1
6bba_05b6850b,0.40625,90.0,1
6bba_05b6850b,1.625,90.0,1
6bba_05b6850b,1.6750116604071745,40.60129464500447,1
6bba_05b6850b,0.9084026158592896,,1
6bba_05b6850b,1.8168052317185792,63.43494882292201,1
6bba_05b6850b,1.6750116604071745,90.0,1
6bba_05b6850b,0.9084026158592896,63.43494882292201,1
6bba_05b6850b,1.4647552056572457,93.46981885589007,1
6bba_05b6850b,0.0,,1
6bba_05b6850b,1.1490485194281397,71.56505117707799,1
6bba_05b6850b,0.40625,109.47122063449069,1
6bba_05b6850b,0.0,,1
6bba_05b6850b,0.5745242597140698,71.56505117707799,1
6bba_05b6850b,0.0,,1
6bba_05b6850b,0.40625,68.1985905136482,1
6bba_05b6850b,0.9084026158592896,26.565051177077994,1
6bba_05b6850b,5.154734625807618,169.85660210506873,1
6bba_05b6850b,0.5745242597140698,135.0,1
6bba_05b6850b,0.0,,1
6bba_05b6850b,1.21875,135.0,1
6bba_05b6850b,0.40625,,1
6bba_05b6850b,2.7252078475778685,15.25511870305774,1
6bba_05b6850b,3.72334275215162,117.57504771047678,1
6bba_05b6850b,0.9084026158592896,96.22685029713438,1
6bba_05b6850b,0.9084026158592896,69.56068242674176,1
6bba_05b6850b,1.8168052317185792,161.56505117707798,1
6bba_05b6850b,1.9902104160113323,,1
6bba_05b6850b,1.8168052317185792,26.565051177077994,1
6bba_05b6850b,2.2980970388562794,99.87496139782128,1
6bba_05b6850b,0.0,,1
6bba_05b6850b,0.8125,111.80140948635182,1
6bba_05b6850b,0.0,,1
6bba_05b6850b,0.40625,135.0,1
6bba_05b6850b,1.284675299443404,69.81620322790722,1
6bba_05b6850b,0.5745242597140698,135.0,1
6bba_05b6850b,1.86167137607581,,1
6bba_05b6850b,1.8168052317185792,,1
6bba_05b6850b,0.5745242597140698,135.0,1
6bba_05b6850b,0.0,,1
6bba_05b6850b,0.40625,76.3669777746336,1
6bba_05b6850b,0.40625,90.0,1
6bba_05b6850b,0.5745242597140698,45.0,1
6bba_05b6850b,0.5745242597140698,80.12503860217872,1
6bba_05b6850b,0.40625,126.03989343030386,1
6bba_05b6850b,0.40625,90.0,1
6bba_05b6850b,0.9084026158592896,96.05074601591174,1
6bba_05b6850b,0.0,,1
6bba_05b6850b,2.1877232028983924,131.63353933657018,1
6bba_05b6850b,0.40625,,1
6bba_05b6850b,0.0,,1
6bba_05b6850b,0.40625,76.3669777746336,1
6bba_05b6850b,0.5745242597140698,90.0,1
6bba_05b6850b,0.5745242597140698,45.0,1
6bba_05b6850b,0.8125,64.12330993917249,1
6bba_05b6850b,0.9084026158592896,143.13010235415598,1
6bba_05b6850b,0.0,,1
6bba_05b6850b,1.8168052317185792,63.989936222426,1
6bba_05b6850b,1.4647552056572457,126.16926773414153,1
6bba_05b6850b,1.7235727791422095,76.3669777746336,1
6bba_05b6850b,1.284675299443404,94.39870535499554,1
6bba_05b6850b,0.0,,1
6bba_05b6850b,1.7235727791422095,39.66403535711893,1
6bba_05b6850b,0.0,,1
6bba_05b6850b,0.9084026158592896,62.47219323145048,1
6bba_05b6850b,0.9084026158592896,18.434948822922035,1
6bba_05b6850b,1.7235727791422095,103.63302222536642,1
6bba_05b6850b,1.86167137607581,90.0,1
6bba_05b6850b,0.9084026158592896,,1
6bba_05b6850b,3.7454399357752353,90.0,1
6bba_05b6850b,3.471001521535247,71.6962645738912,1
6bba_05b6850b,2.1877232028983924,71.08431755376213,1
6bba_05b6850b,1.9902104160113323,79.48026510934139,1
6bba_05b6850b,2.2980970388562794,,1
6bba_05b6850b,0.8125,180.0,1
6bba_05b6850b,2.2980970388562794,,1
6bba_05b6850b,0.9084026158592896,36.86989764584403,1
6bba_05b6850b,4.958913218891817,85.30088053563017,1
6bba_05b6850b,3.917733121653388,115.28126476866309,1
6bba_05b6850b,5.008586377412294,,1
6bba_05b6850b,0.9084026158592896,126.86989764584402,1
6bba_05b6850b,1.1490485194281397,,1
6bba_05b6850b,0.40625,45.0,1
6bba_05b6850b,0.5745242597140698,,1
6bba_05b6850b,2.1877232028983924,131.0359291168989,1
6bba_05b6850b,1.7235727791422095,76.3669777746336,1
6bba_05b6850b,0.9084026158592896,69.56068242674176,1
6bba_05b6850b,0.5745242597140698,45.0,1
6bba_05b6850b,0.0,,1
6bba_05b6850b,1.7235727791422095,76.3669777746336,1
6bba_05b6850b,0.0,,1
6bba_05b6850b,1.6750116604071745,90.0,1
6bba_05b6850b,0.9084026158592896,69.64518356996454,1
6bba_05b6850b,0.40625,90.0,1
6bba_05b6850b,3.300390601883359,109.1713746302339,1
6bba_05b6850b,0.0,,1
6bba_05b6850b,0.40625,127.98516729935561,1
6bba_05b6850b,0.5745242597140698,146.30993247402026,1
6bba_05b6850b,0.8125,116.56505117707799,1
6bba_05b6850b,6.512682938889317,172.03193808815337,1
6bba_05b6850b,0.0,,1
6bba_05b6850b,3.832554834897995,,1
6bba_05b6850b,0.40625,135.0,1
6bba_05b6850b,0.40625,90.0,1
6bba_05b6850b,0.40625,90.0,1
6bba_05b6850b,0.0,,1
6bba_05b6850b,1.8168052317185792,123.21091076089908,1
6bba_05b6850b,1.6750116604071745,101.64234543708984,1
6bba_05b6850b,0.8125,90.0,1
6bba_05b6850b,0.9084026158592896,18.434948822922035,1
6bba_05b6850b,0.0,,1
6bba_05b6850b,3.2752922102462856,97.1250163489018,1
6bba_05b6850b,1.1490485194281397,62.42495228952325,1
6bba_05b6850b,3.350023320814349,,1
6bba_05b6850b,0.40625,153.434948822922,1
6bba_05b6850b,1.4647552056572457,146.30993247402023,1
6bba_05b6850b,7.468815376282908,,1
6bba_05b6850b,0.0,,1
6bba_05b6850b,0.8125,90.0,1
6bba_05b6850b,1.7235727791422095,56.63491197922431,1
6bba_05b6850b,0.40625,90.0,1
6bba_05b6850b,0.8125,45.0,1
6bba_05b6850b,0.0,,1
6bba_05b6850b,1.625,18.434948822921996,1
6bba_05b6850b,1.4647552056572457,97.73170654900389,1
6bba_05b6850b,0.0,,1
6bba_05b6850b,1.4647552056572457,61.041105120532784,1
6bba_05b6850b,0.40625,90.0,1
6bba_05b6850b,0.9084026158592896,108.43494882292201,1
6bba_05b6850b,1.625,90.0,1
6bba_05b6850b,1.86167137607581,162.24720983805335,1
6bba_05b6850b,2.4375,,1
6bba_05b6850b,1.6750116604071745,133.8762651909286,1
6bba_05b6850b,2.6012692214570947,123.51516171382796,1
6bba_05b6850b,2.6012692214570947,73.77726564884665,1
6bba_05b6850b,0.0,,1
6bba_05b6850b,0.40625,26.565051177077994,1
6bba_05b6850b,0.0,,1
6bba_05b6850b,1.8168052317185792,20.900922096570543,1
6bba_05b6850b,0.5745242597140698,81.12360491902666,1
6bba_05b6850b,0.0,,1
6bba_05b6850b,0.40625,,1
6bba_05b6850b,0.40625,90.0,1
6bba_05b6850b,0.40625,135.0,1
6bba_05b6850b,0.40625,90.0,1
6bba_05b6850b,0.0,,1
6bba_05b6850b,0.5745242597140698,98.87639508097335,1
6bba_05b6850b,0.5745242597140698,,1
6bba_05b6850b,1.4647552056572457,168.6900675259798,1
6bba_05b6850b,0.40625,45.0,1
6bba_05b6850b,1.21875,90.0,1
6bba_05b6850b,1.8168052317185792,151.43917478218876,1
6bba_05b6850b,1.86167137607581,,1
6bba_05b6850b,1.6750116604071745,149.03624346792648,1
6bba_05b6850b,2.333728575156074,,1
6bba_05b6850b,0.5745242597140698,90.0,1
6bba_05b6850b,0.5745242597140698,108.43494882292201,1
6bba_05b6850b,0.0,,1
6bba_05b6850b,0.40625,90.0,1
6bba_05b6850b,1.7235727791422095,11.309932474020195,1
6bba_05b6850b,0.9084026158592896,90.0,1
6bba_05b6850b,3.7454399357752353,,1
6bba_05b6850b,0.5745242597140698,161.56505117707798,1
6bba_05b6850b,0.9084026158592896,90.0,1
6bba_05b6850b,1.6750116604071745,75.96375653207353,1
6bba_05b6850b,0.9084026158592896,83.77314970286564,1
6bba_05b6850b,1.8168052317185792,,1
6bba_05b6850b,0.5745242597140698,135.0,1
6bba_05b6850b,0.5745242597140698,98.87639508097335,1
6bba_05b6850b,1.8168052317185792,116.56505117707799,1
6bba_05b6850b,2.368824207280903,,1
6bba_05b6850b,0.40625,135.0,1
6bba_05b6850b,2.0714766773970688,84.96836277827504,1
6bba_05b6850b,0.0,,1
6bba_05b6850b,0.5745242597140698,81.12360491902666,1
6bba_05b6850b,0.40625,116.56505117707799,1
6bba_05b6850b,1.625,90.0,1
6bba_05b6850b,1.284675299443404,124.69515353123397,1
6bba_05b6850b,2.2980970388562794,25.284996046051784,1
6bba_05b6850b,1.625,90.0,1
6bba_05b6850b,1.7235727791422095,91.27052364178712,1
6bba_05b6850b,1.284675299443404,,1
6bba_05b6850b,0.8125,103.63302222536642,1
6bba_05b6850b,1.21875,32.573555699196866,1
6bba_05b6850b,1.4647552056572457,97.1250163489018,1
6bba_05b6850b,0.40625,33.69006752597979,1
6bba_05b6850b,1.7235727791422095,96.05074601591174,1
6bba_05b6850b,4.0625,,1
6bba_05b6850b,1.86167137607581,64.12330993917249,1
6bba_05b6850b,0.0,,1
6bba_05b6850b,0.0,,1
6bba_05b6850b,0.9084026158592896,63.43494882292201,1
6bba_05b6850b,0.40625,90.0,1
6bba_05b6850b,0.9084026158592896,18.434948822921996,1
6bba_05b6850b,0.0,,1
6bba_05b6850b,0.9084026158592896,66.3706222693432,1
6bba_05b6850b,1.86167137607581,67.34605052073726,1
6bba_05b6850b,0.0,,1
6bba_05b6850b,2.4375,135.0,1
6bba_05b6850b,1.86167137607581,112.97690332020989,1
6bba_05b6850b,0.8125,26.565051177077994,1
6bba_05b6850b,0.0,,1
6bba_05b6850b,2.4375,21.801409486351833,1
6bba_05b6850b,1.625,90.0,1
6bba_05b6850b,0.9084026158592896,26.565051177077994,1
6bba_05b6850b,1.6750116604071745,,1
6bba_05b6850b,0.0,,1
6bba_05b6850b,0.5745242597140698,,1
6bba_05b6850b,1.284675299443404,111.84544763964247,1
6bba_05b6850b,1.86167137607581,81.12360491902666,1
6bba_05b6850b,0.40625,116.56505117707799,1
6bba_05b6850b,0.40625,78.69006752597979,1
6bba_05b6850b,0.5745242597140698,11.309932474020195,1
6bba_05b6850b,3.374565944310468,,1
6bba_05b6850b,0.40625,103.63302222536642,1
6bba_05b6850b,0.0,,1
6bba_05b6850b,0.40625,146.30993247402023,1
6bba_05b6850b,0.40625,45.0,1
6bba_05b6850b,2.333728575156074,134.47910057477236,1
6bba_05b6850b,0.5745242597140698,161.56505117707798,1
6bba_05b6850b,2.03125,52.20588605098472,1
6bba_05b6850b,0.8125,26.565051177077994,1
6bba_05b6850b,0.0,,1
6bba_05b6850b,2.632800908728193,143.14273451156035,1
6bba_05b6850b,3.300390601883359,141.2220857009586,1
6bba_05b6850b,2.368824207280903,42.1868645269472,1
6bba_05b6850b,0.0,,1
6bba_05b6850b,3.2752922102462856,144.29159768192787,1
6bba_05b6850b,1.6750116604071745,,1
6bba_05b6850b,0.9084026158592896,153.434948822922,1
6bba_05b6850b,2.1877232028983924,65.72892769615521,1
6bba_05b6850b,0.0,,1
6bba_05b6850b,0.0,,1
6bba_05b6850b,2.632800908728193,,1
6bba_05b6850b,0.9084026158592896,67.02309667979011,1
6bba_05b6850b,3.300390601883359,19.927139727099316,1
6bba_05b6850b,0.40625,180.0,1
6bba_05b6850b,1.284675299443404,,1
6bba_05b6850b,1.6750116604071745,99.87496139782128,1
6bba_05b6850b,1.21875,76.3669777746336,1
6bba_05b6850b,2.4375,,1
6bba_05b6850b,1.625,,1
6bba_05b6850b,2.1877232028983924,99.30134841267991,1
6bba_05b6850b,1.6750116604071745,77.47119229084849,1
6bba_05b6850b,1.1490485194281397,90.0,1
6bba_05b6850b,4.5420130792964475,,1
6bba_05b6850b,2.6012692214570947,,1
6bba_05b6850b,1.8168052317185792,71.56505117707799,1
6bba_05b6850b,0.0,,1
6bba_05b6850b,1.625,90.0,1
6bba_05b6850b,1.86167137607581,81.12360491902666,1
6bba_05b6850b,0.8125,104.03624346792648,1
6bba_05b6850b,1.625,42.0311137741973,1
6bba_05b6850b,0.9084026158592896,40.60129464500447,1
6bba_05b6850b,1.7235727791422095,70.92168567381346,1
6bba_05b6850b,0.9084026158592896,116.56505117707799,1
6bba_05b6850b,0.0,,1
6bba_05b6850b,0.40625,180.0,1
6bba_05b6850b,1.86167137607581,162.29991368734454,1
6bba_05b6850b,0.9084026158592896,153.434948822922,1
6bba_05b6850b,6.512682938889317,139.8626687898442,1
6bba_05b6850b,2.4375,53.395723557294346,1
6bba_05b6850b,0.0,,1
6bba_05b6850b,0.40625,135.0,1
6bba_05b6850b,2.03125,90.0,1
6bba_05b6850b,1.6750116604071745,149.0362434679265,1
6bba_05b6850b,0.8125,90.0,1
6bba_05b6850b,0.5745242597140698,108.43494882292201,1
6bba_05b6850b,0.0,,1
6bba_05b6850b,2.2980970388562794,,1
6bba_05b6850b,0.40625,90.0,1
6bba_05b6850b,1.1490485194281397,108.43494882292201,1
6bba_05b6850b,0.0,,1
6bba_05b6850b,0.0,,1
6bba_05b6850b,0.5745242597140698,70.59873726270305,1
6bba_05b6850b,1.6750116604071745,162.29991368734454,1
6bba_05b6850b,1.7235727791422095,90.0,1
6bba_05b6850b,0.5745242597140698,45.0,1
6bba_05b6850b,3.2752922102462856,,1
6bba_05b6850b,1.86167137607581,108.91568244623787,1
6bba_05b6850b,1.7235727791422095,103.63302222536642,1
6bba_05b6850b,0.5745242597140698,18.434948822922035,1
6bba_05b6850b,0.8125,116.56505117707799,1
6bba_05b6850b,0.40625,35.79575991470708,1
6bba_05b6850b,0.5745242597140698,113.19859051364818,1
6bba_05b6850b,1.7235727791422095,56.48483828617204,1
6bba_05b6850b,0.8125,90.0,1
6bba_05b6850b,1.4647552056572457,128.17252210043813,1
6bba_05b6850b,1.9902104160113323,,1
6bba_05b6850b,1.284675299443404,8.130102354156005,1
6bba_05b6850b,1.6750116604071745,162.29991368734454,1
6bba_05b6850b,0.40625,,1
6bba_05b6850b,1.86167137607581,,1
6bba_05b6850b,1.284675299443404,18.434948822921996,1
6bba_05b6850b,0.8125,64.12330993917249,1
6bba_05b6850b,6.512682938889317,,1
6bba_05b6850b,0.5745242597140698,,1
6bba_05b6850b,1.8168052317185792,,1
6bba_05b6850b,1.7235727791422095,,1
6bba_05b6850b,0.9084026158592896,116.56505117707799,1
6bba_05b6850b,1.284675299443404,90.0,1
6bba_05b6850b,1.4647552056572457,101.64234543708984,1
6bba_05b6850b,0.0,,1
6bba_05b6850b,0.0,,1
